title,price,old_price,category,description
"Placa de baza ASRock Z390 PRO4, DDR4, 1151 v2",555.99,,Placi de baza,"Socket : LGA 1151 v2,Chipset : Intel Z390,CPU Suportat : Intel 9th/8th Generation Core i7/i5/i3/Pentium/Celeron,Memorii suportate : DDR4,Dual Channel : Da,Frecventa memorie : 4300+(OC) / 4133(OC) / 4000(OC) / 3866(OC) / 3800(OC) / 3733(OC) / 3600(OC) / 3200(OC) / 2933(OC) / 2800(OC) / 2666 / 2400 / 2133 MHz,Socluri RAM : x4,RAM maxim : 64 GB,Slot grafic : PCI-Express 3.0,Numar slot-uri grafice : x2,Detalii sloturi grafice : 2 (x16 / x4),CrossFireX : AMD Quad CrossFireX™ | CrossFireX™,Slot PCI-E x1 : x3,Audio : Incorporata,Codec : Realtek ALC892,Canale : HD 7.1,Placa de retea : Integrata,Controller : Intel I219V,Tip : Single,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Port-uri SATA III 600 : x6,Porturi M.2 : x2,Port-uri USB 2.0 : x2,Port-uri USB 3.0 : x2,Port-uri USB 3.1 (Type-A) : x1,Port-uri USB 3.1 (Type-C) : x1,HDMI : x1,DVI : x1,VGA : x1,RJ 45 : x1,Audio Jack : x3,PS/2 : x1,Format : ATX,Dimensiuni (L x l) (cm) : 30.5 x 22.4"
Tastatura Mecanica CoolerMaster MasterKeys Pro M RGB Cherry MX Red (Negru),751.99,, Tastaturi PC,"Tip produs : Tastatura,Conectivitate : Wired,Interfata tastatura : USB,Tastatura Gaming : Da,Tastatura Mecanica : Da,Numar taste : 92,Iluminata : Da,Culoare LED : RGB,Key Switches : Cherry MX Red,Layout : US,Culoare : Negru,Dimensiuni (L x l x g)(mm) : 377 x 141 x 38,Greutate (kg) : 1.02,Lungime cablu (m) : 1.5"
"Memorie Patriot Viper 4, DDR4, 2x8GB, 3000MHz (Rosu)",349.99,,Memorii,"Seria : Viper 4,Tip RAM : DDR4,Capacitate : 16GB (2x8GB),Frecventa : 3000MHz,Latenta CAS : CL 16,Radiator : Da"
"Placa de baza GIGABYTE Z390 GAMING X, DDR4, 1151 v2",662.99,,Placi de baza,"Socket : LGA 1151 v2,Chipset : Intel Z390,CPU Suportat : Intel 9th/8th Generation Core i7/i5/i3/Pentium/Celeron,Memorii suportate : DDR4,Dual Channel : Da,Frecventa memorie : 4266(O.C.)/4133(O.C.)/4000(O.C.)/3866(O.C.)/3800(O.C.)/3733(O.C.)/3600(O.C.)/3500(O.C.)/3466(O.C.)/3400(O.C.)/3333(O.C.)/3300(O.C.)/3200(O.C.)/3000(O.C.)/2800(O.C.)/2666(O.C.)/2400(O.C.)/2133 MHz,Socluri RAM : x4,RAM maxim : 64 GB,Slot grafic : PCI-Express 3.0,Numar slot-uri grafice : x2,Detalii sloturi grafice : 2 (x16 / x4),Slot PCI-E x1 : x4,Audio : Incorporata,Codec : Realtek ALC892,Canale : HD 7.1,Placa de retea : Integrata,Controller : Intel GbE,Tip : Single,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Port-uri SATA III 600 : x6,Porturi M.2 : x2,Port-uri USB 2.0 : x2,Port-uri USB 3.0 : x5,Port-uri USB 3.1 (Type-A) : x1,HDMI : x1,RJ 45 : x1,Audio Jack : x6,PS/2 : x1,EATX (24 pini) : Da,EPS12V (8 pini) : Da,ATX12V (4 pini) : Da,Format : ATX,Dimensiuni (L x l) (cm) : 30.5 x 22.5"
"Placa de baza GIGABYTE AORUS Z390 MASTER, DDR4, 1151 v2",1408.99,1481.99,Placi de baza,"Socket : LGA 1151 v2,Chipset : Intel Z390,CPU Suportat : Intel 9th/8th Generation Core i7/i5/i3/Pentium/Celeron,Memorii suportate : DDR4,Dual Channel : Da,Frecventa memorie : 4400(O.C.) / 4333(O.C.) / 4266(O.C.) / 4133(O.C.) / 4000(O.C.) / 3866(O.C.) / 3800(O.C.) / 3733(O.C.) / 3666(O.C.) / 3600(O.C.) / 3466(O.C.) / 3400(O.C.) / 3333(O.C.) / 3300(O.C.) / 3200(O.C.) / 3000(O.C.) / 2800(O.C.) / 2666(O.C.) / 2400 / 2133 MHz,Socluri RAM : x4,RAM maxim : 64 GB,Slot grafic : PCI-Express 3.0,Numar slot-uri grafice : x3,Detalii sloturi grafice : 3 (x16 / x8 / x4),SLI : Quad-GPU SLI / 2-Way NVIDIA SLI,CrossFireX : AMD Quad-GPU CrossFire™ / 3-Way/2-Way AMD CrossFire™,Slot PCI-E x1 : x3,Audio : Incorporata,Codec : Realtek ALC1220,Canale : HD 7.1,Placa de retea : Integrata,Controller : Intel I219V,Tip : Single,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Bluetooth : Da,Wi-Fi : Da,Port-uri SATA III 600 : x6,Porturi M.2 : x3,Port-uri USB 2.0 : x4,Port-uri USB 3.0 : x2,Port-uri USB 3.1 (Type-A) : x3,Port-uri USB 3.1 (Type-C) : x1,HDMI : x1,RJ 45 : x1,Audio Jack : x5,PS/2 : x1,Format : ATX,Iluminare : Da,Dimensiuni (L x l) (cm) : 30.5 x 24.4"
"Placa de baza ASUS TUF Z390-PRO GAMING, DDR4, 1151 v2",959.99,,Placi de baza,"Socket : LGA 1151 v2,Chipset : Intel Z390,CPU Suportat : Intel 9th/8th Generation Core i7/i5/i3/Pentium/Celeron,Memorii suportate : DDR4,Dual Channel : Da,Frecventa memorie : 4266(O.C.)/4133(O.C.)/4000(O.C.)/3866(O.C.)/3800(O.C.)/3733(O.C.)/3600(O.C.)/3500(O.C.)/3466(O.C.)/3400(O.C.)/3333(O.C.)/3300(O.C.)/3200(O.C.)/3000(O.C.)/2800(O.C.)/2666(O.C.)/2400(O.C.)/2133 MHz,Socluri RAM : x4,RAM maxim : 64 GB,Slot grafic : PCI-Express 3.0,Numar slot-uri grafice : x3,Detalii sloturi grafice : 3 (x16 / x8 / x2),Slot PCI-E x1 : x3,Audio : Incorporata,Codec : Realtek S1200A,Canale : HD 7.1,Placa de retea : Integrata,Controller : Intel I219V,Tip : Single,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Port-uri SATA III 600 : x6,Porturi M.2 : x2,Port-uri USB 3.0 : x4,Port-uri USB 3.1 (Type-A) : x2,HDMI : x1,DisplayPort : x1,RJ 45 : x1,Audio Jack : x5,PS/2 : x1,Format : ATX,Dimensiuni (L x l) (cm) : 30.5 x 24.4"
"Placa de baza ASUS PRIME Z390-A, DDR4, 1151 v2",1043.99,,Placi de baza,"Socket : LGA 1151 v2,Chipset : Intel Z390,CPU Suportat : Intel 9th/8th Generation Core i7/i5/i3/Pentium/Celeron,Memorii suportate : DDR4,Dual Channel : Da,Frecventa memorie : 4266(O.C.)/4133(O.C.)/4000(O.C.)/3866(O.C.)/3800(O.C.)/3733(O.C.)/3600(O.C.)/3500(O.C.)/3466(O.C.)/3400(O.C.)/3333(O.C.)/3300(O.C.)/3200(O.C.)/3000(O.C.)/2800(O.C.)/2666(O.C.)/2400(O.C.)/2133 MHz,Socluri RAM : x4,RAM maxim : 64 GB,Slot grafic : PCI-Express 3.0,Numar slot-uri grafice : x3,Detalii sloturi grafice : 3 (x16 / x16 / x8),SLI : nVidia 2-Way SLI Technology,CrossFireX : 3-Way AMD Crossfire Technology,Slot PCI-E x1 : x3,Audio : Incorporata,Codec : Realtek ALC S1220A,Canale : HD 7.1,Placa de retea : Integrata,Controller : Intel I219V,Tip : Single,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Port-uri SATA III 600 : x6,Porturi M.2 : x2,Port-uri USB 2.0 : x2,Port-uri USB 3.0 : x2,Port-uri USB 3.1 (Type-A) : x3,Port-uri USB 3.1 (Type-C) : x1,HDMI : x1,DisplayPort : x1,RJ 45 : x1,Audio Jack : x5,PS/2 : x1,Format : ATX,Dimensiuni (L x l) (cm) : 30.5 x 24.4"
"Memorii Kingston HyperX Predator RGB DDR4, 2x8GB, 3200 MHz, CL 16",505.99,,Memorii,"Seria : HyperX Predator RGB,Tip RAM : DDR4,Capacitate : 16GB (2x8GB),Frecventa : 3200MHz,Latenta CAS : CL 16,Voltaj : 1.35V,Radiator : HyperX Predator RGB,Suporta : XMP,Altele : Iluminare cu LED"
"Memorii Corsair Vengeance LPX Black DDR4, 2x16GB, 3000 MHz, CL 16",590.99,,Memorii,"Seria : Vengeance LPX Black,Tip RAM : DDR4,Capacitate : 32GB (2x16GB),Frecventa : 3000MHz,Latenta CAS : CL 16,Voltaj : 1.35V,Radiator : Vengeance LPX Black,Suporta : XMP 2.0"
"Memorii Corsair Vengeance LPX Black DDR4, 2x16GB, 4000 MHz, CL 16 ",1933.99,,Memorii,"Seria : Vengeance LPX Black,Tip RAM : DDR4,Capacitate : 32GB (2x16GB),Frecventa : 4000MHz,Latenta CAS : CL 19,Voltaj : 1.35V,Radiator : Vengeance LPX Black,Suporta : XMP 2.0"
"Memorie Corsair VENGEANCE RGB PRO White, 2x16GB, 3000MHz, CL15 ",780.99,,Memorii,"Seria : Vengeance RGB PRO,Tip RAM : DDR4,Capacitate : 32GB (2x16GB),Frecventa : 3000MHz,Latenta CAS : CL 15,Radiator : Da,Altele : Iluminare RGB"
"Memorie G.Skill Value, DDR4, 1x8GB, 2133MHz",137.99,,Memorii,"Seria : Value Series,Tip RAM : DDR4,Capacitate : 8GB (1x8GB),Frecventa : 2133MHz,Latenta/Timing : 15-15-15-35-2N,Latenta CAS : CL 15,Voltaj : 1.20V"
"Memorie G.Skill Value, DDR4, 2x8GB, 2400MHz, CL15",303.99,,Memorii,"Seria : Value Series,Tip RAM : DDR4,Capacitate : 16GB (2x8GB),Frecventa : 2400 MHz,Latenta CAS : CL 15,Voltaj : 1.20V"
"Memorie Crucial CT16G4RFS4266, DDR4, 1x16GB, 2666MHz",1366.99,,Memorii,"Tip RAM : DDR4,Capacitate : 16GB (1x16GB),Frecventa : 2666 MHz,Latenta CAS : CL 19,Voltaj : 1.20V"
"Memorii Corsair Vengeance LPX Black DDR4, 4x8GB, 3000 MHz, CL16",776.99,,Memorii,"Seria : Vengeance LPX,Tip RAM : DDR4,Capacitate : 32GB (4x8GB),Frecventa : 3000MHz,Latenta CAS : CL 16,Voltaj : 1.20V,Radiator : Vengeance LPX"
"Memorie Kingston KCP424ND8/16, DDR4, 1x16GB, 2400MHz, CL17 ",320.99,,Memorii,"Tip RAM : DDR4,Capacitate : 16GB (1x16GB),Frecventa : 2400 MHz,Voltaj : 1.20V"
"Memorie ADATA XPG GAMMIX D10 Black, DDR4, 2x8GB, 2666MHz ",299.99,,Memorii,"Seria : XPG Gammix D10,Tip RAM : DDR4,Capacitate : 16GB (2x8GB),Frecventa : 2666 MHz,Latenta CAS : CL 16"
"Memorie Kingston ValueRAM, DDR4, 1x4GB, 2666MHz",96.99,,Memorii,"Seria : ValueRam,Tip RAM : DDR4,Capacitate : 4GB (1x4GB),Frecventa : 2666 MHz,Latenta CAS : CL 19,Voltaj : 1.20V,Radiator : Fara"
"Memorie Patriot Viper 4, DDR4, 2x4GB, 3000MHz (Rosu)",212.99,,Memorii,"Seria : Viper 4,Tip RAM : DDR4,Capacitate : 8GB (2x4GB),Frecventa : 3000MHz,Latenta CAS : CL 16,Radiator : Da"
"Memorie Patriot Viper 4, DDR4, 2x8GB, 3200MHz (Rosu)",314.99,399,Memorii,"Seria : Viper 4,Tip RAM : DDR4,Capacitate : 16GB (2x8GB),Frecventa : 3200MHz,Latenta CAS : CL 16,Radiator : Da"
"Memorie Kingston ValueRAM, DDR4, 1x8GB, 2666MHz ",160.99,,Memorii,"Seria : ValueRam,Tip RAM : DDR4,Capacitate : 8GB (1x8GB),Frecventa : 2666 MHz,Latenta CAS : CL 19,Voltaj : 1.20V,Radiator : Fara"
"Memorie Kingston KVR16N11S8H/4, 1x4GB, 1600 MHz, CL11",120.99,,Memorii,"Tip RAM : DDR3,Capacitate : 4GB (1x4GB),Frecventa : 1600MHz,Latenta CAS : CL 11,Voltaj : 1.50V"
"Memorie Kingston HyperX Predator, 2x8GB, DDR4, 2666 MHz",389.99,,Memorii,"Seria : HyperX Predator Black,Tip RAM : DDR4,Capacitate : 16GB (2x8GB),Frecventa : 2666 MHz,Standard : PC4-19200,Latenta CAS : CL 13,Voltaj : 1.35V,Radiator : HyperX,Suporta : XMP 2.0"
"Memorie Kingston HyperX Predator, 1x16GB, DDR4, 2400 MHz",383.99,,Memorii,"Seria : HyperX Predator Black,Tip RAM : DDR4,Capacitate : 16GB (1x16GB),Frecventa : 2400 MHz,Latenta CAS : CL 12,Voltaj : 1.35V,Radiator : HyperX,Suporta : XMP 2.0"
"Memorie Corsair Vengeance RGB PRO, DDR4, 2x8GB, 2666MHz (Negru)",457.99,,Memorii,"Seria : Vengeance RGB PRO,Tip RAM : DDR4,Capacitate : 16GB (2x8GB),Frecventa : 2666 MHz,Latenta CAS : CL 16,Voltaj : 1.20V,Radiator : Da,Suporta : XMP 2.0,Altele : Iluminare RGB"
"Memorie Corsair Vengeance RGB, 2x16GB, DDR4, 3200 MHz (Alb)",774.99,,Memorii,"Seria : Vengeance RGB,Tip RAM : DDR4,Capacitate : 32GB (2x16GB),Frecventa : 3200MHz,Standard : PC4-25600,Latenta/Timing : 16-18-18-36,Latenta CAS : CL 16,Voltaj : 1.35V,Suporta : XMP 2.0,Altele : Iluminare RGB"
"Memorie Corsair Vengeance RGB PRO, 4x8GB, DDR4, 3000 MHz (Alb)",1064.99,,Memorii,"Seria : Vengeance RGB PRO,Tip RAM : DDR4,Capacitate : 32GB (4x8GB),Frecventa : 3000MHz,Standard : PC4-24000,Latenta/Timing : 15-17-17-35,Latenta CAS : CL 15,Voltaj : 1.35V,Suporta : XMP 2.0,Altele : Iluminare RGB"
"Memorii Corsair Vengeance LPX Black DDR4, 2x16GB, 2400 MHz",620.99,,Memorii,"Seria : Vengeance LPX Black,Tip RAM : DDR4,Capacitate : 32GB (2x16GB),Frecventa : 2400 MHz,Standard : PC4-19200,Latenta/Timing : 16-16-16-39,Latenta CAS : CL 16,Voltaj : 1.20V,Radiator : Vengeance LPX Black,Suporta : XMP 2.0,Altele : UDIMM"
"Memorie Corsair Vengeance LPX Black DDR4, 2x8GB, 3000MHz ",389.99,,Memorii,"Seria : Vengeance LPX,Tip RAM : DDR4,Capacitate : 16GB (2x8GB),Frecventa : 3000MHz,Latenta CAS : CL 16,Voltaj : 1.35V,Radiator : Vengeance LPX,Suporta : XMP 2.0"
"Memorii Corsair Vengeance LPX Black DDR4, 2x4GB, 3000 MHz, CL 16",206.99,,Memorii,"Seria : Vengeance LPX Black,Tip RAM : DDR4,Capacitate : 8GB (2x4GB),Frecventa : 3000MHz,Latenta CAS : CL 16,Voltaj : 1.35V,Radiator : Vengeance LPX Black,Suporta : XMP 2.0"
"Memorie Corsair Vengeance LPX White DDR4, 2x8GB, 3000MHz",381.99,,Memorii,"Seria : Vengeance LPX,Tip RAM : DDR4,Capacitate : 16GB (2x8GB),Frecventa : 3000MHz,Latenta CAS : CL 16,Voltaj : 1.35V,Radiator : Vengeance LPX,Suporta : XMP 2.0"
"UPS Mustek PowerMust 3000 RM Sinewave LCD Online, 3000VA/3000W, 8x IEC C13, 1x IEC C19 (Negru)",2655.99,,UPS,"Interfata (port comunicare) : USB + Serial Port (RS232),Tipologie : Online,Putere intrare (VA) : 3000,Putere Iesire (W) : 3000,Faza Tensiune : Single,Unda de iesire : Sinusoida pura,Dimensiuni (mm) : 630 x 438 x 88,Greutate (kg) : 27.5,Culoare : Negru,Afisaj : LCD,Familie UPS : PowerMust,Alarma : Da,Recomandare utilizare : Umiditate: 20-95% | Temperatura: 0-40°C,Prize IEC C13 : x8,Prize IEC 19 : x1,Specificatii acumulator : 12 V / 9 AH x 6"
"UPS Eaton 5E 1100i 1100VA/660W, Negru",588.99,,UPS,"Interfata (port comunicare) : USB,Tipologie : Line Interactive,Putere intrare (VA) : 1100,Putere Iesire (W) : 660,Dimensiuni (mm) : 330 x 180 x 133,Greutate (kg) : 9.2,Culoare : Negru,Prize IEC C13 : x6"
"UPS Eaton 5P 650VA/420W, 160-294V, Argintiu",2099.99,,UPS,"Interfata (port comunicare) : USB + Serial Port (RS232) + Mini Terminal Block,Putere intrare (VA) : 650,Putere Iesire (W) : 420,Tensiune alimentare (V) : 160 V - 294 V,Dimensiuni (mm) : 438 x 364 x 43.2,Greutate (kg) : 8.6,Culoare : Argintiu,Nr. Prize : 4x IEC C13 + 1x IEC C14,Prize IEC C13 : x4,Mentiune prize : 1 x IEC C14"
"Stick USB SanDisk Ultra Flair, 32GB, USB 3.0 (Albastru/Argintiu) ",32.3,,Stick USB,"Capacitate : 32GB,Compatibilitate : USB 3.0,Viteza de transfer : 150 MB/s,Windows : Windows 10 | Windows 8.1 | Windows 8 | Windows 7 | Windows Vista,Apple : Mac OS X v.10.6.x+,Dimensiuni (LxlxG) : 42.4 x 13.2 x 6.6,Culoare : Argintiu"
Casti Stereo Azusa SLU0040 (Negru),26.99,,Casti - Microfoane,"Tip : Casti Standard,Structura : Earcup,Conectare : Wired,Interfata : 2 x 3.5 mm Jack / USB,Lungimea cablului (m) : 2.4,Stil : Over-the-head,Pernuta : Da,Sensibilitate (dBPa/V) : 102,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Sunet stereo : Da,Culoare : Negru"
"Memorie Corsair Vengeance LPX Black DDR4, 1x16GB, 3000 MHz, CL 16, 1.2V",310.99,,Memorii,"Seria : Vengeance LPX Black,Tip RAM : DDR4,Capacitate : 16GB (1x16GB),Frecventa : 3000MHz,Latenta CAS : CL 16,Voltaj : 1.20V,Radiator : Vengeance LPX Black,Suporta : XMP 2.0"
"Memorii Kingston HyperX Predator DDR4, 1x16GB, 3000 MHz",357.99,395.99,Memorii,"Seria : HyperX Predator Black,Tip RAM : DDR4,Capacitate : 16GB (1x16GB),Frecventa : 3000MHz,Latenta CAS : CL 15,Voltaj : 1.20V"
"Memorii Kingston HyperX Predator DDR4, 4x8GB, 3000 MHz, CL 15, XMP 2.0",861.99,,Memorii,"Tip RAM : DDR4,Capacitate : 32GB (4x8GB),Frecventa : 3000MHz,Latenta CAS : CL 15,Voltaj : 1.35V,Radiator : Da,Suporta : XMP 2.0"
"UPS nJoy Horus 1000 Plus, 1000VA/600W, 4 x Schuko, Management",351.99,,UPS,"Management : Da,Interfata (port comunicare) : USB,Tipologie : Line Interactive,Putere intrare (VA) : 1000,Putere Iesire (W) : 600,Tensiune alimentare (V) : 230,Eficienta : 90%,Frecventa : 60~50 Hz,Dimensiuni (mm) : 320 x 130 x 182,Culoare : Negru,Afisaj : LCD,Regulator tensiune(AVR) : Da,Altele : Ecran LCD| AVR| Auto-Restart| Iesire sinusoidala simulata| Incarcare Off-mode| Functie Cold Start| Program de management inclus (ViewPower),Protectie linie de telefon : Da,Protectie retea : Da,Prize Schuko : x4,Numar acumulatori : 2,Specificatii acumulator : 12V / 7AH x 2"
"UPS nJoy Argus 2200, 2200VA/1320W, 4 IEC C13 cu Protectie",992.99,,UPS,"Tipologie : Line Interactive,Putere intrare (VA) : 2200,Putere Iesire (W) : 1320,Tensiune alimentare (V) : 230,Frecventa : 60~50 Hz,Dimensiuni (mm) : 400 x 438 x 88,Greutate (kg) : 16.5,Culoare : Negru,Afisaj : LCD,Locatie baterie : Intern,Recomandare utilizare : Umiditate: 0-90% | Temperatura: 0-40°C,Prize IEC C13 : x4,Specificatii acumulator : 12V/9Ah x 2,Model Acumulator : PW9123"
"UPS Eaton 5E 850VA/480W, Negru",328.99,,UPS,"Interfata (port comunicare) : USB,Tipologie : Line Interactive,Putere intrare (VA) : 850,Putere Iesire (W) : 480,Dimensiuni (mm) : 288 x 148 x 100,Greutate (kg) : 5.16,Culoare : Negru,Prize IEC C13 : x4,Mentiune prize : 1 x IEC C14"
"HDD Rack Digitus DA-71035, 2.5inch, USB 3.0 (Negru) ",158.99,,HDD Rack,"Conectare PC : USB 3.0,2.5 inch : Da,Interfata HDD : SATA,Culoare : Negru"
"Memorii G.SKILL Aegis DDR4, 1x8GB, 3000 MHz",172.99,,Memorii,"Seria : AEGIS,Tip RAM : DDR4,Capacitate : 8GB (1x8GB),Frecventa : 3000MHz,Latenta CAS : CL 16,Voltaj : 1.35V,Radiator : Da (AL / Aer),Suporta : XMP 2.0"
"Memorie Team Group Value, DDR4, 1x8GB, 2400MHz",141.99,165.99,Memorii,"Seria : Value Series,Tip RAM : DDR4,Capacitate : 8GB (1x8GB),Frecventa : 2400 MHz,Latenta CAS : CL 16,Voltaj : 1.20V"
"Memorii Kingston HyperX Predator RGB DDR4, 1x8GB, 3200 MHz, CL 16",248.99,,Memorii,"Seria : HyperX Predator RGB,Tip RAM : DDR4,Capacitate : 8GB (1x8GB),Frecventa : 3200MHz,Latenta CAS : CL 16,Voltaj : 1.35V,Radiator : HyperX Predator RGB,Suporta : XMP,Altele : Iluminare cu LED"
"Memorie Patriot Viper X 3RD, 2x8GB, 1866MHz",333.99,399,Memorii,"Seria : Viper X,Tip RAM : DDR3,Capacitate : 16GB (2x8GB),Frecventa : 1866MHz,Latenta CAS : CL 10,Voltaj : 1.50V,Suporta : XMP 1.3"
"Memorie Corsair Vengeance RGB PRO, DDR4, 2x16GB, 3200MHz (Negru)",785.99,999,Memorii,"Seria : Vengeance RGB PRO,Tip RAM : DDR4,Capacitate : 32GB (2x16GB),Frecventa : 3200MHz,Latenta CAS : CL 16,Voltaj : 1.35V,Radiator : Vengeance RGB PRO,Suporta : XMP 2.0,Altele : Iluminare RGB"
"Memorii Kingston HyperX Predator DDR4, 1x16GB, 3200 MHz, CL 16",358.99,389.99,Memorii,"Seria : HyperX Predator RGB,Tip RAM : DDR4,Capacitate : 16GB (1x16GB),Frecventa : 3200MHz,Latenta CAS : CL 16,Voltaj : 1.35V,Radiator : HyperX Predator RGB,Suporta : XMP,Altele : Iluminare cu LED"
"Memorii Kingston HyperX Predator DDR4, 1x8GB, 3200 MHz, CL 16",192.99,207.99,Memorii,"Seria : HyperX Predator Black,Tip RAM : DDR4,Capacitate : 8GB (1x8GB),Frecventa : 3200MHz,Latenta CAS : CL 16,Voltaj : 1.35V,Radiator : Da,Suporta : XMP,Altele : Iluminare cu LED"
"Memorii Kingston HyperX Predator Black Series DDR4, 2x16GB, 3200 MHz, CL 16",699.99,765.99,Memorii,"Seria : HyperX Predator Black,Tip RAM : DDR4,Capacitate : 32GB (2x16GB),Frecventa : 3200MHz,Latenta CAS : CL 16,Voltaj : 1.35V,Radiator : HyperX Predator,Suporta : XMP"
"Memorie Kingston HyperX Predator DDR4, 2x16GB, 3600 MHz, CL 17 ",919.99,,Memorii,"Seria : HyperX Predator Black,Tip RAM : DDR4,Capacitate : 32GB (2x16GB),Frecventa : 3600 MHz,Latenta CAS : CL 17,Voltaj : 1.20V,Suporta : XMP 2.0"
"Memorie Kingston ValueRAM, DDR4, 1x16GB, 2666MHz",303.99,,Memorii,"Seria : ValueRam,Tip RAM : DDR4,Capacitate : 16GB (1x16GB),Frecventa : 2666 MHz,Latenta CAS : CL 19,Voltaj : 1.20V,Radiator : Fara"
"Placa de baza ASRock J3455B-ITX, FCBGA 1296",348.99,,Placi de baza,"Socket : FCBGA 1296,Memorii suportate : DDR3/DDR3L,Tip memorie : SO-DIMM,Audio : Incorporata,Canale : HD 7.1"
"Procesor Intel Coffee Lake Core i7-9700K, 3.6 GHz, LGA 1151, 95W (BOX)",1499,,Procesoare,"Serie : Core i7,Socket : LGA 1151 v2,Nucleu : Coffee Lake,Numar nuclee : 8,Numar Thread-uri : 8,Frecventa : 3600 MHz,Frecventa Turbo : 4900 MHz,QPI : 8 GT/s,Set Instructiuni : 64 bit,Proces de fabricatie : 14 nm,Consum : 95W,Cooler inclus : Nu,Tip : DDR4,Frecventa : 2666 MHz,Suport : Dual Channel,Memorie maxima : 128GB,Suport Grafic : Da,Model : Intel UHD Graphics 630,Frecventa : 350 MHz,Frecventa Maxima : 1200 MHz,Rezolutie maxima : 4096x2304,Cache L3 : 12MB"
Casti cu Microfon A4Tech Bloody G300 (Negru),88.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 2.2,Stil : Over-the-head,Pernuta : Da,Sensibilitate (dBPa/V) : 100,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Microfon : Da,PC : Da,Culoare : Negru"
"Memorie Corsair Vengeance LPX Black DDR4, 1x8GB, 3000 MHz, CL 16, 1.2V",183.99,199,Memorii,"Seria : Vengeance LPX Black,Tip RAM : DDR4,Capacitate : 8GB (1x8GB),Frecventa : 3000MHz,Latenta CAS : CL 16,Voltaj : 1.20V,Radiator : Vengeance LPX Black,Suporta : XMP 2.0"
"SSD Intel 660p Series, 1TB, M.2",586.99,,Solid-State Drive (SSD),"Model : SSDPEKNW010T8X1,Serie : 660p,Tip SSD : Intern,Form Factor : M.2,Capacitate : 1TB,Interfata : PCI Express (x4) | NVMe 1.3,Lungime slot M.2 : 80mm,MTBF (ore) : 1.600.000,Rezistenta la soc : 1000G,Tehnologii : AES 256-bit,Viteza max. (citire) (MB/s) : 1800,Viteza max. (scriere) (MB/s) : 1800,Random 4KB citire (IOPS) : 150.000,Random 4KB scriere (IOPS) : 220.000,Greutate (g) : 3"
"Carcasa Cooler Master COSMOS C700M, FullTower (Negru)",2099.99,,Carcase,"Tip : Full Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,E-ATX : Da,Dimensiuni (cm) : 65.1 x 65 x 30.6,Greutate (kg) : 23.8,Culoare : Negru,Panou lateral transparent : Da, Tempered Glass,Slot HDD intern 3.5&quot; : x4,Slot HDD intern 2.5&quot; : x4,ODD 5.25&quot; : x1,Sloturi expansiune : x8,Lungimea maxima a placii video (mm) : 320 mm,Inaltime maxima cooler CPU (mm) : 198,USB 3.0 : x4,USB 3.1 : x1 (Type-C),Audio : x1,Microfon : x1,In fata : 3x 140 mm ,In spate : 1 x 140 mm,Deasupra/Tavan : 3 x 140/120 mm,Jos/Podea : 2 x 120/140 mm"
"Tastatura Gaming Marvo K629G, Iluminare RGB (Negru/Rosu)",93.99,, Tastaturi PC,"Tip produs : Tastatura,Conectivitate : Wired,Interfata tastatura : USB,Tastatura Gaming : Da,Numar taste : 104,Iluminata : Da,Culoare LED : RGB,Culoare : Negru cu rosu"
"Kit tastatura si mouse Marvo KM409, 2400 DPI, Optic, Iluminare Rainbow (Negru)",94.99,, Tastaturi PC,"Tip produs : Kit tastatura si mouse,Conectivitate : Wired,Interfata tastatura : USB,Tastatura Gaming : Da,Numar taste : 104,Iluminata : Da,Culoare LED : Rainbow,Culoare : Negru,Lungime cablu (m) : 1.5,Functionare : Optic,Conectare : Wired,Interfata mouse : USB,Butoane : 6,Rezolutie (DPI) : 2400,Culoare : Negru,Lungime cablu (m) : 1.5"
"Kit tastatura si mouse Marvo KM413, 3200 DPI, Optic, Iluminare Rainbow (Negru)",141.99,, Tastaturi PC,"Tip produs : Kit tastatura si mouse,Conectivitate : Wired,Interfata tastatura : USB,Tastatura Gaming : Da,Numar taste : 104,Iluminata : Da,Culoare LED : Rainbow,Culoare : Negru,Lungime cablu (m) : 1.5,Functionare : Optic,Conectare : Wired,Interfata mouse : USB,Butoane : 7,Rezolutie (DPI) : 3200,Culoare : Negru,Lungime cablu (m) : 1.5"
"Mouse Gaming SteelSeries Rival 310 PUBG Edition, 12000 DPI, Optic (Multicolor)",372.99,,Mouse,"Conectare : Wired,Tehnologie : Optic,Recomandare : Gaming,Iluminare : Da,Scroll : Da,Butoane : 6,Interfata : USB,Rezolutie (DPI) : 12000,Acceleratie maxima : 50G,Culoare : Multicolor,Editie limitata : PUBG Edition,Lungimea cablului : 2m"
